iter	Passed	Remaining
1669	17057	13584
1670	17059	13567
1671	17060	13550
1672	17062	13533
1673	17075	13525
1674	17076	13508
1675	17077	13491
1676	17095	13486
1677	17109	13479
1678	17115	13465
1679	17128	13458
1680	17143	13451
1681	17144	13434
1682	17146	13417
1683	17147	13400
1684	17149	13383
1685	17151	13366
1686	17166	13360
1687	17167	13343
1688	17168	13326
1689	17184	13320
1690	17201	13315
1691	17218	13310
1692	17235	13305
1693	17237	13289
1694	17261	13290
1695	17277	13284
1696	17296	13280
1697	17309	13272
1698	17327	13268
1699	17330	13252
1700	17347	13247
1701	17365	13243
1702	17368	13228
1703	17370	13210
1704	17389	13207
1705	17391	13191
1706	17409	13187
1707	17411	13170
1708	17413	13154
1709	17429	13148
1710	17434	13134
1711	17452	13130
1712	17463	13120
1713	17464	13103
1714	17465	13086
1715	17469	13071
1716	17484	13065
1717	17488	13049
1718	17491	13034
1719	17508	13029
1720	17526	13024
1721	17541	13018
1722	17557	13012
1723	17571	13005
1724	17575	12990
1725	17591	12984
1726	17592	12968
1727	17594	12951
1728	17607	12943
1729	17608	12926
1730	17610	12910
1731	17624	12902
1732	17626	12886
1733	17638	12878
1734	17651	12870
1735	17657	12856
1736	17671	12848
1737	17686	12842
1738	17690	12828
1739	17692	12811
1740	17704	12802
1741	17705	12786
1742	17706	12769
1743	17719	12761
1744	17734	12754
1745	17736	12738
1746	17751	12732
1747	17763	12722
1748	17774	12713
1749	17775	12696
1750	17790	12690
1751	17803	12682
1752	17807	12667
1753	17819	12658
1754	17832	12650
1755	17834	12634
1756	17849	12627
1757	17860	12617
1758	17871	12608
1759	17873	12592
1760	17886	12584
1761	17891	12570
1762	17905	12563
1763	17909	12548
1764	17911	12532
1765	17925	12525
1766	17938	12517
1767	17952	12509
1768	17963	12500
1769	17967	12485
1770	17968	12469
1771	17970	12453
1772	17981	12444
1773	17998	12438
1774	18013	12431
1775	18016	12416
1776	18018	12400
1777	18032	12393
1778	18045	12385
1779	18053	12374
1780	18055	12357
1781	18067	12348
1782	18081	12341
1783	18086	12327
1784	18098	12319
1785	18099	12303
1786	18111	12294
1787	18113	12277
1788	18114	12261
1789	18127	12253
1790	18143	12247
1791	18144	12231
1792	18160	12224
1793	18173	12217
1794	18181	12205
1795	18195	12197
1796	18210	12190
1797	18223	12183
1798	18236	12174
1799	18237	12158
1800	18239	12142
1801	18240	12126
1802	18241	12110
1803	18254	12102
1804	18266	12093
1805	18280	12085
1806	18288	12074
1807	18303	12067
1808	18304	12051
1809	18306	12035
1810	18317	12026
1811	18325	12014
1812	18330	12001
1813	18332	11985
1814	18344	11977
1815	18355	11967
1816	18356	11951
1817	18359	11936
1818	18360	11920
1819	18371	11911
1820	18386	11904
1821	18403	11898
1822	18408	11885
1823	18421	11877
1824	18434	11869
1825	18436	11853
1826	18450	11845
1827	18464	11838
1828	18475	11828
1829	18478	11814
1830	18481	11799
1831	18483	11784
1832	18484	11768
1833	18498	11760
1834	18500	11745
1835	18516	11739
1836	18532	11732
1837	18550	11727
1838	18552	11712
1839	18556	11698
1840	18557	11683
1841	18563	11670
1842	18565	11654
1843	18566	11639
1844	18584	11634
1845	18585	11618
1846	18587	11603
1847	18603	11597
1848	18606	11582
1849	18623	11576
1850	18640	11571
1851	18643	11556
1852	18645	11541
1853	18646	11525
1854	18648	11511
1855	18655	11499
1856	18669	11491
1857	18670	11475
1858	18686	11469
1859	18703	11463
1860	18705	11448
1861	18721	11441
1862	18722	11426
1863	18737	11419
1864	18754	11413
1865	18770	11406
1866	18786	11400
1867	18803	11395
1868	18820	11388
1869	18837	11383
1870	18839	11368
1871	18842	11354
1872	18843	11338
1873	18844	11323
1874	18857	11314
1875	18859	11299
1876	18876	11293
1877	18889	11285
1878	18892	11270
1879	18893	11255
1880	18895	11240
1881	18896	11225
1882	18909	11216
1883	18923	11209
1884	18924	11193
1885	18925	11178
1886	18932	11167
1887	18951	11162
1888	18953	11147
1889	18974	11143
1890	18991	11137
1891	18996	11124
1892	19013	11118
1893	19025	11109
1894	19026	11094
1895	19048	11091
1896	19068	11087
1897	19086	11081
1898	19103	11076
1899	19108	11062
1900	19130	11059
1901	19150	11055
1902	19168	11049
1903	19189	11045
1904	19199	11036
1905	19201	11020
1906	19222	11017
1907	19241	11012
1908	19243	10997
1909	19245	10982
1910	19262	10976
1911	19281	10971
1912	19301	10967
1913	19318	10961
1914	19337	10956
1915	19358	10952
1916	19379	10948
1917	19397	10942
1918	19398	10927
1919	19400	10912
1920	19419	10907
1921	19441	10904
1922	19457	10897
1923	19463	10884
1924	19478	10877
1925	19494	10870
1926	19512	10864
1927	19530	10859
1928	19536	10846
1929	19551	10839
1930	19559	10828
1931	19573	10820
1932	19575	10805
1933	19592	10799
1934	19608	10792
1935	19623	10784
1936	19624	10769
1937	19628	10756
1938	19645	10749
1939	19661	10742
1940	19677	10735
1941	19678	10720
1942	19694	10713
1943	19699	10700
1944	19715	10694
1945	19731	10687
1946	19734	10672
1947	19748	10665
1948	19763	10657
1949	19765	10642
1950	19766	10628
1951	19780	10619
1952	19793	10611
1953	19810	10604
1954	19826	10597
1955	19827	10582
1956	19844	10576
1957	19849	10563
1958	19863	10555
1959	19881	10549
1960	19889	10537
1961	19904	10530
1962	19921	10524
1963	19936	10516
1964	19951	10509
1965	19964	10500
1966	19966	10485
1967	19985	10480
1968	19986	10465
1969	19990	10451
1970	19991	10437
1971	20005	10428
1972	20012	10416
1973	20029	10410
1974	20041	10401
1975	20044	10387
1976	20059	10380
1977	20073	10371
1978	20089	10364
1979	20097	10353
1980	20112	10345
1981	20113	10330
1982	20127	10322
1983	20141	10314
1984	20148	10302
1985	20149	10288
1986	20151	10273
1987	20153	10258
1988	20153	10244
1989	20161	10232
1990	20163	10218
1991	20178	10210
1992	20179	10196
1993	20185	10183
1994	20187	10169
1995	20191	10156
1996	20208	10149
1997	20209	10135
1998	20223	10127
1999	20227	10113
2000	20236	10102
2001	20254	10097
2002	20275	10092
2003	20288	10083
2004	20289	10069
2005	20308	10063
2006	20310	10049
2007	20319	10038
2008	20337	10032
2009	20354	10025
2010	20370	10018
2011	20388	10011
2012	20393	9999
2013	20401	9988
2014	20413	9978
2015	20427	9970
2016	20442	9962
2017	20443	9948
2018	20448	9935
2019	20465	9928
2020	20486	9923
2021	20487	9909
2022	20498	9899
2023	20514	9892
2024	20531	9885
2025	20549	9879
2026	20568	9873
2027	20581	9864
2028	20598	9857
2029	20600	9843
2030	20619	9837
2031	20622	9824
2032	20624	9810
2033	20627	9796
2034	20634	9784
2035	20637	9771
2036	20638	9757
2037	20644	9744
2038	20661	9738
2039	20670	9727
2040	20684	9719
2041	20686	9704
2042	20705	9698
2043	20707	9685
2044	20708	9670
2045	20725	9663
2046	20739	9655
2047	20756	9648
2048	20758	9634
2049	20759	9620
2050	20776	9613
2051	20793	9606
2052	20800	9594
2053	20801	9580
2054	20817	9572
2055	20822	9560
2056	20826	9547
2057	20844	9541
2058	20845	9526
2059	20860	9519
2060	20862	9505
2061	20864	9491
2062	20879	9483
2063	20895	9475
2064	20909	9467
2065	20911	9453
2066	20928	9446
2067	20930	9433
2068	20933	9419
2069	20935	9405
2070	20936	9391
2071	20940	9378
2072	20956	9371
2073	20971	9363
2074	20985	9355
2075	20991	9342
2076	20992	9329
2077	20995	9315
2078	20996	9301
2079	20998	9287
2080	21012	9279
2081	21016	9266
2082	21029	9257
2083	21030	9243
2084	21043	9234
2085	21056	9226
2086	21063	9214
2087	21065	9200
2088	21079	9192
2089	21094	9184
2090	21102	9173
2091	21113	9164
2092	21116	9150
2093	21117	9136
2094	21119	9123
2095	21121	9109
2096	21138	9102
2097	21157	9096
2098	21159	9082
2099	21176	9075
2100	21192	9068
2101	21193	9054
2102	21209	9046
2103	21227	9039
2104	21238	9030
2105	21257	9023
2106	21275	9017
2107	21292	9009
2108	21302	8999
2109	21313	8990
2110	21317	8977
2111	21322	8964
2112	21323	8951
2113	21339	8943
2114	21355	8935
2115	21356	8922
2116	21373	8915
2117	21375	8901
2118	21376	8887
2119	21377	8873
2120	21399	8868
2121	21401	8855
2122	21406	8842
2123	21424	8836
2124	21430	8824
2125	21446	8816
2126	21462	8809
2127	21463	8795
2128	21465	8781
2129	21479	8773
2130	21481	8760
2131	21484	8747
2132	21499	8738
2133	21501	8725
2134	21503	8712
2135	21508	8699
2136	21525	8692
2137	21527	8679
2138	21531	8667
2139	21550	8660
2140	21553	8647
2141	21555	8634
2142	21556	8620
2143	21557	8606
2144	21563	8595
2145	21579	8587
2146	21593	8579
2147	21595	8565
2148	21596	8552
2149	21604	8541
2150	21608	8528
2151	21610	8515
2152	21624	8507
2153	21640	8499
2154	21657	8492
2155	21658	8478
2156	21667	8468
2157	21683	8460
2158	21684	8446
2159	21700	8439
2160	21701	8425
2161	21704	8412
2162	21724	8406
2163	21744	8400
2164	21748	8387
2165	21751	8375
2166	21766	8367
2167	21771	8355
2168	21772	8341
2169	21792	8335
2170	21793	8321
2171	21808	8313
2172	21810	8300
2173	21826	8292
2174	21833	8281
2175	21834	8268
2176	21835	8254
2177	21853	8247
2178	21870	8240
2179	21871	8227
2180	21874	8214
2181	21877	8201
2182	21893	8193
2183	21908	8185
2184	21913	8173
2185	21929	8165
2186	21932	8153
2187	21933	8139
2188	21935	8127
2189	21952	8119
2190	21969	8112
2191	21985	8104
2192	22003	8096
2193	22004	8083
2194	22020	8075
2195	22021	8062
2196	22024	8050
2197	22026	8036
2198	22038	8027
2199	22053	8019
2200	22055	8006
2201	22057	7993
2202	22058	7980
2203	22072	7971
2204	22075	7959
2205	22079	7946
2206	22095	7939
2207	22111	7931
2208	22130	7924
2209	22145	7916
2210	22147	7903
2211	22153	7892
2212	22156	7879
2213	22172	7871
2214	22175	7859
2215	22188	7849
2216	22189	7836
2217	22194	7825
2218	22196	7812
2219	22211	7804
2220	22214	7791
2221	22230	7783
2222	22244	7775
2223	22252	7764
2224	22254	7751
2225	22255	7738
2226	22258	7725
2227	22259	7712
2228	22275	7704
2229	22279	7692
2230	22287	7682
2231	22289	7669
2232	22302	7660
2233	22304	7647
2234	22318	7639
2235	22330	7629
2236	22345	7621
2237	22347	7609
2238	22362	7600
2239	22377	7592
2240	22379	7579
2241	22381	7567
2242	22383	7554
2243	22384	7541
2244	22396	7532
2245	22399	7519
2246	22402	7507
2247	22414	7498
2248	22429	7489
2249	22445	7481
2250	22447	7469
2251	22451	7457
2252	22465	7448
2253	22479	7440
2254	22494	7431
2255	22509	7423
2256	22510	7410
2257	22513	7398
2258	22515	7385
2259	22517	7372
2260	22522	7361
2261	22524	7348
2262	22526	7336
2263	22528	7323
2264	22529	7311
2265	22545	7303
2266	22547	7290
2267	22549	7277
2268	22551	7265
2269	22563	7256
2270	22564	7243
2271	22568	7231
2272	22579	7221
2273	22588	7211
2274	22590	7199
2275	22591	7186
2276	22595	7174
2277	22609	7166
2278	22612	7153
2279	22614	7141
2280	22615	7128
2281	22617	7116
2282	22618	7103
2283	22621	7091
2284	22622	7078
2285	22623	7066
2286	22638	7057
2287	22640	7045
2288	22641	7032
2289	22642	7020
2290	22644	7007
2291	22646	6995
2292	22647	6982
2293	22648	6970
2294	22653	6958
2295	22655	6946
2296	22662	6935
2297	22670	6925
2298	22672	6913
2299	22673	6900
2300	22675	6888
2301	22676	6875
2302	22678	6863
2303	22679	6851
2304	22682	6839
2305	22698	6831
2306	22710	6821
2307	22712	6809
2308	22714	6797
2309	22725	6788
2310	22734	6778
2311	22736	6765
2312	22737	6753
2313	22739	6741
2314	22755	6733
2315	22762	6722
2316	22763	6710
2317	22768	6698
2318	22775	6688
2319	22791	6680
2320	22799	6670
2321	22801	6657
2322	22802	6645
2323	22806	6633
2324	22807	6621
2325	22808	6609
2326	22812	6597
2327	22815	6585
2328	22827	6576
2329	22828	6564
2330	22840	6555
2331	22842	6543
2332	22846	6531
2333	22848	6519
2334	22850	6507
2335	22852	6495
2336	22855	6484
2337	22857	6471
2338	22858	6459
2339	22867	6449
2340	22869	6437
2341	22871	6425
2342	22888	6418
2343	22904	6410
2344	22906	6398
2345	22922	6390
2346	22923	6377
2347	22925	6366
2348	22928	6354
2349	22940	6345
2350	22942	6333
2351	22946	6321
2352	22950	6310
2353	22952	6298
2354	22967	6290
2355	22970	6278
2356	22986	6270
2357	22987	6258
2358	22996	6248
2359	22998	6236
2360	22999	6224
2361	23005	6214
2362	23022	6206
2363	23023	6194
2364	23025	6182
2365	23027	6170
2366	23028	6158
2367	23031	6146
2368	23034	6135
2369	23036	6123
2370	23037	6111
2371	23039	6099
2372	23041	6088
2373	23049	6077
2374	23051	6066
2375	23053	6054
2376	23054	6042
2377	23056	6030
2378	23061	6019
2379	23062	6007
2380	23064	5996
2381	23066	5984
2382	23069	5972
2383	23071	5961
2384	23076	5950
2385	23081	5939
2386	23082	5927
2387	23095	5918
2388	23097	5907
2389	23103	5896
2390	23105	5884
2391	23110	5874
2392	23112	5862
2393	23115	5851
2394	23129	5842
2395	23132	5831
2396	23135	5819
2397	23136	5808
2398	23138	5796
2399	23141	5785
2400	23153	5776
2401	23157	5765
2402	23159	5753
2403	23160	5741
2404	23175	5733
2405	23187	5724
2406	23201	5715
2407	23203	5704
2408	23204	5692
2409	23219	5684
2410	23221	5673
2411	23223	5661
2412	23226	5650
2413	23227	5638
2414	23229	5626
2415	23230	5615
2416	23244	5606
2417	23245	5595
2418	23259	5586
2419	23261	5575
2420	23263	5563
2421	23270	5553
2422	23273	5542
2423	23276	5531
2424	23279	5519
2425	23280	5508
2426	23282	5496
2427	23298	5488
2428	23299	5477
2429	23300	5465
2430	23302	5454
2431	23303	5442
2432	23311	5432
2433	23312	5421
2434	23314	5409
2435	23315	5398
2436	23316	5386
2437	23332	5378
2438	23335	5367
2439	23338	5356
2440	23341	5345
2441	23343	5334
2442	23358	5325
2443	23374	5317
2444	23377	5306
2445	23378	5295
2446	23379	5283
2447	23381	5272
2448	23389	5262
2449	23391	5251
2450	23408	5243
2451	23411	5232
2452	23417	5221
2453	23431	5213
2454	23446	5204
2455	23447	5193
2456	23450	5182
2457	23455	5172
2458	23456	5160
2459	23462	5150
2460	23464	5139
2461	23466	5127
2462	23479	5119
2463	23489	5109
2464	23491	5098
2465	23492	5087
2466	23506	5078
2467	23520	5070
2468	23533	5061
2469	23546	5052
2470	23562	5044
2471	23571	5034
2472	23574	5023
2473	23576	5012
2474	23592	5004
2475	23607	4996
2476	23621	4987
2477	23623	4976
2478	23630	4966
2479	23632	4955
2480	23634	4944
2481	23636	4932
2482	23639	4922
2483	23641	4911
2484	23642	4899
2485	23643	4888
2486	23645	4877
2487	23662	4869
2488	23663	4858
2489	23673	4848
2490	23679	4838
2491	23694	4830
2492	23696	4819
2493	23697	4807
2494	23699	4796
2495	23701	4785
2496	23707	4775
2497	23722	4767
2498	23724	4756
2499	23725	4745
2500	23727	4734
2501	23742	4725
2502	23743	4714
2503	23745	4703
2504	23747	4692
2505	23750	4681
2506	23757	4671
2507	23758	4660
2508	23759	4649
2509	23775	4641
2510	23789	4632
2511	23791	4621
2512	23807	4613
2513	23824	4605
2514	23840	4597
2515	23841	4586
2516	23842	4575
2517	23843	4564
2518	23845	4553
2519	23859	4544
2520	23868	4535
2521	23869	4524
2522	23870	4513
2523	23872	4502
2524	23878	4492
2525	23881	4481
2526	23884	4470
2527	23885	4459
2528	23888	4448
2529	23895	4439
2530	23908	4430
2531	23910	4419
2532	23912	4408
2533	23926	4400
2534	23927	4389
2535	23945	4381
2536	23960	4372
2537	23968	4363
2538	23975	4353
2539	23990	4344
2540	23993	4334
2541	24008	4325
2542	24009	4314
2543	24013	4304
2544	24027	4295
2545	24030	4285
2546	24032	4274
2547	24040	4264
2548	24049	4255
2549	24050	4244
2550	24058	4234
2551	24073	4226
2552	24074	4215
2553	24077	4204
2554	24093	4196
2555	24095	4185
2556	24098	4175
2557	24102	4164
2558	24103	4153
2559	24108	4143
2560	24109	4132
2561	24114	4122
2562	24129	4114
2563	24132	4103
2564	24147	4095
2565	24160	4086
2566	24170	4076
2567	24172	4066
2568	24173	4055
2569	24175	4044
2570	24176	4034
2571	24192	4025
2572	24195	4015
2573	24210	4006
2574	24222	3997
2575	24231	3988
2576	24238	3978
2577	24239	3967
2578	24254	3959
2579	24256	3948
2580	24274	3940
2581	24291	3932
2582	24293	3921
2583	24302	3912
2584	24304	3901
2585	24305	3891
2586	24315	3881
2587	24330	3873
2588	24336	3863
2589	24344	3853
2590	24345	3843
2591	24362	3834
2592	24369	3825
2593	24371	3814
2594	24373	3803
2595	24374	3793
2596	24378	3783
2597	24382	3772
2598	24397	3764
2599	24400	3753
2600	24402	3743
2601	24420	3735
2602	24436	3726
2603	24452	3718
2604	24455	3708
2605	24470	3699
2606	24472	3689
2607	24473	3678
2608	24481	3669
2609	24483	3658
2610	24485	3647
2611	24494	3638
2612	24509	3630
2613	24511	3619
2614	24525	3610
2615	24532	3601
2616	24536	3591
2617	24542	3581
2618	24545	3570
2619	24551	3560
2620	24555	3550
2621	24557	3540
2622	24569	3531
2623	24571	3520
2624	24585	3512
2625	24587	3501
2626	24589	3491
2627	24596	3481
2628	24599	3471
2629	24601	3461
2630	24616	3452
2631	24634	3444
2632	24637	3434
2633	24647	3424
2634	24662	3416
2635	24669	3406
2636	24684	3397
2637	24697	3389
2638	24706	3379
2639	24717	3370
2640	24719	3360
2641	24727	3350
2642	24741	3341
2643	24748	3332
2644	24751	3321
2645	24754	3311
2646	24756	3301
2647	24758	3291
2648	24771	3282
2649	24774	3272
2650	24775	3261
2651	24789	3252
2652	24794	3242
2653	24795	3232
2654	24804	3223
2655	24815	3214
2656	24817	3203
2657	24824	3194
2658	24830	3184
2659	24840	3175
2660	24854	3166
2661	24866	3157
2662	24879	3148
2663	24895	3139
2664	24896	3129
2665	24912	3121
2666	24929	3112
2667	24931	3102
2668	24934	3092
2669	24947	3083
2670	24949	3073
2671	24962	3064
2672	24979	3055
2673	24995	3047
2674	24996	3036
2675	25011	3028
2676	25014	3018
2677	25029	3009
2678	25031	2999
2679	25034	2989
2680	25037	2979
2681	25044	2969
2682	25046	2959
2683	25060	2950
2684	25062	2940
2685	25070	2930
2686	25084	2921
2687	25086	2911
2688	25089	2901
2689	25090	2891
2690	25093	2881
2691	25107	2872
2692	25121	2863
2693	25138	2855
2694	25139	2845
2695	25141	2835
2696	25148	2825
2697	25150	2815
2698	25165	2806
2699	25167	2796
2700	25168	2786
2701	25174	2776
2702	25188	2767
2703	25203	2758
2704	25207	2749
2705	25208	2738
2706	25210	2728
2707	25212	2718
2708	25225	2709
2709	25239	2700
2710	25254	2692
2711	25255	2682
2712	25270	2673
2713	25283	2664
2714	25284	2654
2715	25287	2644
2716	25290	2634
2717	25300	2624
2718	25301	2614
2719	25303	2604
2720	25304	2594
2721	25305	2584
2722	25307	2574
2723	25308	2564
2724	25313	2554
2725	25326	2545
2726	25340	2536
2727	25356	2528
2728	25361	2518
2729	25363	2508
2730	25371	2499
2731	25386	2490
2732	25400	2481
2733	25417	2472
2734	25435	2464
2735	25438	2454
2736	25440	2444
2737	25456	2435
2738	25457	2425
2739	25462	2416
2740	25464	2406
2741	25478	2397
2742	25490	2388
2743	25492	2378
2744	25506	2369
2745	25521	2360
2746	25523	2350
2747	25540	2342
2748	25555	2333
2749	25557	2323
2750	25559	2313
2751	25564	2303
2752	25578	2294
2753	25580	2284
2754	25590	2275
2755	25594	2265
2756	25608	2257
2757	25610	2247
2758	25614	2237
2759	25616	2227
2760	25628	2218
2761	25641	2209
2762	25643	2199
2763	25655	2190
2764	25670	2181
2765	25686	2173
2766	25702	2164
2767	25717	2155
2768	25719	2145
2769	25736	2137
2770	25751	2128
2771	25752	2118
2772	25753	2108
2773	25769	2099
2774	25784	2090
2775	25803	2082
2776	25818	2073
2777	25821	2063
2778	25827	2053
2779	25841	2044
2780	25853	2035
2781	25870	2027
2782	25885	2018
2783	25900	2009
2784	25903	1999
2785	25905	1989
2786	25920	1980
2787	25935	1972
2788	25937	1962
2789	25951	1953
2790	25969	1944
2791	25984	1935
2792	26001	1927
2793	26017	1918
2794	26019	1908
2795	26021	1898
2796	26036	1889
2797	26051	1880
2798	26067	1871
2799	26083	1863
2800	26100	1854
2801	26103	1844
2802	26118	1835
2803	26120	1825
2804	26137	1817
2805	26152	1808
2806	26167	1799
2807	26182	1790
2808	26196	1781
2809	26212	1772
2810	26224	1763
2811	26227	1753
2812	26240	1744
2813	26245	1734
2814	26258	1725
2815	26270	1716
2816	26283	1707
2817	26300	1698
2818	26306	1689
2819	26319	1679
2820	26321	1670
2821	26329	1660
2822	26343	1651
2823	26346	1641
2824	26360	1632
2825	26364	1623
2826	26379	1614
2827	26393	1605
2828	26406	1596
2829	26407	1586
2830	26421	1577
2831	26436	1568
2832	26450	1559
2833	26466	1550
2834	26481	1541
2835	26496	1532
2836	26511	1523
2837	26512	1513
2838	26528	1504
2839	26542	1495
2840	26554	1486
2841	26567	1477
2842	26581	1467
2843	26598	1458
2844	26615	1450
2845	26630	1440
2846	26646	1431
2847	26662	1423
2848	26678	1413
2849	26692	1404
2850	26706	1395
2851	26720	1386
2852	26731	1377
2853	26745	1368
2854	26760	1359
2855	26764	1349
2856	26781	1340
2857	26784	1330
2858	26797	1321
2859	26812	1312
2860	26827	1303
2861	26830	1293
2862	26844	1284
2863	26859	1275
2864	26861	1265
2865	26878	1256
2866	26894	1247
2867	26910	1238
2868	26926	1229
2869	26938	1220
2870	26953	1211
2871	26968	1201
2872	26983	1192
2873	27000	1183
2874	27016	1174
2875	27031	1165
2876	27043	1156
2877	27055	1146
2878	27056	1137
2879	27069	1127
2880	27070	1118
2881	27084	1108
2882	27100	1099
2883	27115	1090
2884	27131	1081
2885	27147	1072
2886	27165	1063
2887	27166	1053
2888	27182	1044
2889	27198	1035
2890	27205	1025
2891	27220	1016
2892	27235	1007
2893	27251	998
2894	27267	988
2895	27281	979
2896	27296	970
2897	27298	960
2898	27299	951
2899	27301	941
2900	27302	931
2901	27317	922
2902	27332	913
2903	27346	904
2904	27362	894
2905	27375	885
2906	27390	876
2907	27401	866
2908	27415	857
2909	27430	848
2910	27432	838
2911	27446	829
2912	27455	819
2913	27467	810
2914	27476	801
2915	27488	791
2916	27502	782
2917	27516	773
2918	27529	763
2919	27545	754
2920	27560	745
2921	27575	736
2922	27577	726
2923	27590	717
2924	27604	707
2925	27606	698
2926	27618	688
2927	27631	679
2928	27632	669
2929	27648	660
2930	27654	651
2931	27666	641
2932	27672	632
2933	27675	622
2934	27688	613
2935	27703	603
2936	27717	594
2937	27732	585
2938	27733	575
2939	27746	566
2940	27761	556
2941	27776	547
2942	27779	538
2943	27795	528
2944	27810	519
2945	27825	510
2946	27840	500
2947	27856	491
2948	27858	481
2949	27859	472
2950	27873	462
2951	27888	453
2952	27901	444
2953	27913	434
2954	27928	425
2955	27929	415
2956	27946	406
2957	27961	397
2958	27977	387
2959	27993	378
2960	28010	368
2961	28025	359
2962	28039	350
2963	28054	340
2964	28067	331
2965	28072	321
2966	28088	312
2967	28102	302
2968	28116	293
2969	28129	284
2970	28144	274
2971	28161	265
2972	28178	255
2973	28194	246
2974	28209	237
2975	28210	227
2976	28225	218
2977	28241	208
2978	28248	199
2979	28261	189
2980	28277	180
2981	28292	170
2982	28307	161
2983	28308	151
2984	28325	142
2985	28341	132
2986	28343	123
2987	28358	113
2988	28373	104
2989	28375	94
2990	28392	85
2991	28409	75
2992	28424	66
2993	28428	56
2994	28443	47
2995	28458	37
2996	28473	28
2997	28474	18
2998	28490	9
2999	28493	0
