iter	RMSE
1513	0.2880670089
1514	0.2880469165
1515	0.2880234694
1516	0.2880070158
1517	0.287988087
1518	0.2879564056
1519	0.2879333789
1520	0.2879222184
1521	0.2879006901
1522	0.2878792757
1523	0.2878486709
1524	0.2878250883
1525	0.2878033141
1526	0.2877841674
1527	0.2877640129
1528	0.2877453454
1529	0.2877289542
1530	0.2877042627
1531	0.2876876914
1532	0.2876714968
1533	0.2876472989
1534	0.2876331748
1535	0.2876093093
1536	0.2875945846
1537	0.2875640701
1538	0.2875384964
1539	0.2875230454
1540	0.2875029576
1541	0.2874761508
1542	0.2874519093
1543	0.287434356
1544	0.2874164
1545	0.2873941021
1546	0.2873747358
1547	0.2873507937
1548	0.2873380133
1549	0.2873148012
1550	0.2872931219
1551	0.2872679224
1552	0.2872360736
1553	0.2872136403
1554	0.2871984781
1555	0.2871843812
1556	0.2871665716
1557	0.2871477572
1558	0.2871245124
1559	0.2871074658
1560	0.2870930131
1561	0.2870740352
1562	0.287063372
1563	0.2870459598
1564	0.2870308496
1565	0.2870030092
1566	0.2869815392
1567	0.2869681827
1568	0.2869475336
1569	0.2869344581
1570	0.2869135362
1571	0.2868973154
1572	0.2868833429
1573	0.2868685487
1574	0.28684749
1575	0.2868295272
1576	0.2867997112
1577	0.286786974
1578	0.2867701359
1579	0.2867558533
1580	0.2867438636
1581	0.2867339601
1582	0.2867143855
1583	0.2866988748
1584	0.2866764071
1585	0.2866571952
1586	0.2866364656
1587	0.2866218209
1588	0.2865937123
1589	0.2865767919
1590	0.2865609118
1591	0.286542942
1592	0.2865205064
1593	0.2865004817
1594	0.2864831466
1595	0.286467626
1596	0.2864394339
1597	0.2864253581
1598	0.2864041103
1599	0.2863827707
1600	0.2863596248
1601	0.2863380526
1602	0.2863225724
1603	0.2862977912
1604	0.2862733051
1605	0.2862412199
1606	0.2862204796
1607	0.2862051789
1608	0.286173911
1609	0.2861555671
1610	0.2861346207
1611	0.286117208
1612	0.2860980757
1613	0.2860844188
1614	0.2860658125
1615	0.2860515615
1616	0.2860362352
1617	0.2860194281
1618	0.2860049854
1619	0.285986751
1620	0.2859614948
1621	0.2859474753
1622	0.2859310172
1623	0.2859011822
1624	0.2858852896
1625	0.2858573651
1626	0.2858400187
1627	0.2858286554
1628	0.285806701
1629	0.2857813995
1630	0.2857609169
1631	0.2857359919
1632	0.2857225206
1633	0.2857033673
1634	0.2856879516
1635	0.2856700265
1636	0.2856453347
1637	0.2856279477
1638	0.2856083456
1639	0.2855840654
1640	0.2855682855
1641	0.2855536968
1642	0.2855360454
1643	0.2855174782
1644	0.2855048157
1645	0.2854810013
1646	0.2854679842
1647	0.2854472153
1648	0.2854191172
1649	0.2854029481
1650	0.2853897406
1651	0.2853757251
1652	0.285348817
1653	0.2853347338
1654	0.2853150287
1655	0.2853030782
1656	0.28528778
1657	0.2852737834
1658	0.2852593925
1659	0.2852288703
1660	0.285210165
1661	0.2851905414
1662	0.2851709808
1663	0.2851505319
1664	0.2851381884
1665	0.2851226512
1666	0.2851113746
1667	0.285079793
1668	0.2850662498
1669	0.2850510976
1670	0.2850363478
1671	0.2850173742
1672	0.2849979779
1673	0.2849795815
1674	0.2849595359
1675	0.2849385441
1676	0.2849239316
1677	0.2849022278
1678	0.284881695
1679	0.2848670124
1680	0.2848521854
1681	0.2848270684
1682	0.2848084343
1683	0.2847910541
1684	0.2847710382
1685	0.2847530795
1686	0.2847347484
1687	0.2847037019
1688	0.284685152
1689	0.2846599812
1690	0.2846446522
1691	0.2846303248
1692	0.2846063783
1693	0.2845892215
1694	0.2845726201
1695	0.2845528862
1696	0.2845390569
1697	0.2845186537
1698	0.2845049059
1699	0.2844866681
1700	0.2844639575
1701	0.2844475323
1702	0.2844321263
1703	0.2844170821
1704	0.2844006184
1705	0.2843872271
1706	0.2843758538
1707	0.2843601762
1708	0.2843439637
1709	0.2843239887
1710	0.2843095437
1711	0.2842918766
1712	0.2842765062
1713	0.2842610213
1714	0.2842453186
1715	0.2842222743
1716	0.2842054725
1717	0.284192388
1718	0.2841757322
1719	0.2841464313
1720	0.2841127889
1721	0.2841000555
1722	0.2840815803
1723	0.2840594667
1724	0.2840368407
1725	0.2840250718
1726	0.2840110776
1727	0.2839966023
1728	0.2839856797
1729	0.283967643
1730	0.2839515715
1731	0.2839348934
1732	0.2839223288
1733	0.28390713
1734	0.2838910391
1735	0.2838789473
1736	0.2838573259
1737	0.2838369054
1738	0.2838191104
1739	0.2838058693
1740	0.2837867602
1741	0.2837685091
1742	0.2837501865
1743	0.2837296856
1744	0.2837157797
1745	0.2836989223
1746	0.2836833032
1747	0.2836676124
1748	0.2836538098
1749	0.2836275437
1750	0.28360275
1751	0.2835717355
1752	0.2835595308
1753	0.283545691
1754	0.2835308354
1755	0.2835102782
1756	0.283485886
1757	0.2834593466
1758	0.2834452367
1759	0.2834290135
1760	0.2834141093
1761	0.2834010058
1762	0.2833859565
1763	0.2833662759
1764	0.2833491767
1765	0.2833305325
1766	0.2833085085
1767	0.2832841972
1768	0.283260294
1769	0.2832442214
1770	0.2832243941
1771	0.2832024321
1772	0.2831823186
1773	0.2831622805
1774	0.2831484467
1775	0.2831333398
1776	0.2831187634
1777	0.2830999455
1778	0.2830836614
1779	0.2830660308
1780	0.2830516989
1781	0.2830330893
1782	0.2830158656
1783	0.2830005412
1784	0.2829827191
1785	0.2829626363
1786	0.2829466143
1787	0.2829211692
1788	0.2828988863
1789	0.2828811239
1790	0.2828601166
1791	0.2828450746
1792	0.2828281039
1793	0.2828035702
1794	0.2827885318
1795	0.2827645985
1796	0.2827473102
1797	0.2827211073
1798	0.2827020778
1799	0.2826819265
1800	0.2826634556
1801	0.2826432968
1802	0.2826206082
1803	0.2825939152
1804	0.2825743875
1805	0.2825584279
1806	0.2825419705
1807	0.2825219174
1808	0.2825057881
1809	0.2824923929
1810	0.282469001
1811	0.2824440727
1812	0.2824188325
1813	0.2824014612
1814	0.2823805542
1815	0.2823643681
1816	0.2823439767
1817	0.2823263701
1818	0.2823155162
1819	0.2822973933
1820	0.2822846139
1821	0.2822618383
1822	0.2822428848
1823	0.2822268508
1824	0.2821991745
1825	0.2821819662
1826	0.2821712966
1827	0.2821548579
1828	0.2821349981
1829	0.2821189811
1830	0.2820935075
1831	0.2820733774
1832	0.2820562438
1833	0.2820382924
1834	0.2820270792
1835	0.2820106361
1836	0.2819979775
1837	0.2819768596
1838	0.2819616101
1839	0.2819387427
1840	0.2819278718
1841	0.2819151504
1842	0.28189663
1843	0.2818760878
1844	0.2818510364
1845	0.2818368026
1846	0.2818263239
1847	0.2818039781
1848	0.2817870293
1849	0.2817674772
1850	0.2817489003
1851	0.2817390495
1852	0.2817226369
1853	0.2817059542
1854	0.281686963
1855	0.2816683731
1856	0.281647996
1857	0.2816299387
1858	0.2816109127
1859	0.2815918522
1860	0.2815729658
1861	0.2815531969
1862	0.2815330615
1863	0.2815130304
1864	0.2814965638
1865	0.2814840034
1866	0.281471443
1867	0.2814483359
1868	0.2814323514
1869	0.2814157947
1870	0.2813978139
1871	0.2813802427
1872	0.2813652123
1873	0.2813522703
1874	0.2813373987
1875	0.2813239962
1876	0.2813105862
1877	0.2812978923
1878	0.2812810933
1879	0.2812655981
1880	0.2812484805
1881	0.2812356036
1882	0.2812219126
1883	0.2812062483
1884	0.2811845329
1885	0.281168766
1886	0.2811530393
1887	0.28113651
1888	0.2811205571
1889	0.2810990171
1890	0.2810794775
1891	0.28106205
1892	0.2810439761
1893	0.2810233461
1894	0.2810084706
1895	0.2809936982
1896	0.2809740442
1897	0.2809542159
1898	0.2809398748
1899	0.2809250505
1900	0.2809097832
1901	0.280884119
1902	0.2808705808
1903	0.2808530555
1904	0.2808279944
1905	0.2808160654
1906	0.2808031872
1907	0.280790076
1908	0.2807653221
1909	0.2807401169
1910	0.2807255371
1911	0.2807073001
1912	0.2806906924
1913	0.2806740933
1914	0.2806508917
1915	0.2806392323
1916	0.2806219111
1917	0.2806039126
1918	0.2805840558
1919	0.2805691472
1920	0.2805502892
1921	0.2805372739
1922	0.2805191887
1923	0.2805032804
1924	0.2804829812
1925	0.2804653684
1926	0.2804528719
1927	0.2804349653
1928	0.2804225877
1929	0.2804009644
1930	0.2803854962
1931	0.2803677514
1932	0.2803488654
1933	0.2803347233
1934	0.2803162797
1935	0.2802986449
1936	0.2802811161
1937	0.2802632516
1938	0.2802444101
1939	0.280221193
1940	0.2802054305
1941	0.2801854098
1942	0.2801716188
1943	0.2801464254
1944	0.2801307065
1945	0.2801163505
1946	0.2800986049
1947	0.2800807505
1948	0.2800559608
1949	0.2800392378
1950	0.2800213907
1951	0.2800065238
1952	0.2799879993
1953	0.2799747876
1954	0.2799591674
1955	0.2799429811
1956	0.2799181454
1957	0.2799062497
1958	0.2798919427
1959	0.2798726498
1960	0.2798557441
1961	0.2798400447
1962	0.2798277757
1963	0.2798162715
1964	0.2797970767
1965	0.2797827232
1966	0.2797661717
1967	0.2797503086
1968	0.2797273664
1969	0.2797064158
1970	0.2796988698
1971	0.2796863059
1972	0.2796689087
1973	0.2796491571
1974	0.2796344342
1975	0.2796164569
1976	0.2796007051
1977	0.2795859147
1978	0.2795642932
1979	0.2795494066
1980	0.2795345808
1981	0.279522378
1982	0.2795065768
1983	0.2794908966
1984	0.2794672576
1985	0.279447185
1986	0.2794341282
1987	0.2794166947
1988	0.2794019645
1989	0.279385888
1990	0.2793582943
1991	0.2793516347
1992	0.279333476
1993	0.2793149281
1994	0.2792944084
1995	0.2792857366
1996	0.2792708756
1997	0.2792521003
1998	0.2792333583
1999	0.2792141202
2000	0.279197542
2001	0.2791822114
2002	0.2791648393
2003	0.2791519713
2004	0.2791319156
2005	0.2791134383
2006	0.2790986028
2007	0.2790779933
2008	0.2790544842
2009	0.2790304542
2010	0.2790084371
2011	0.2789814717
2012	0.278965318
2013	0.2789476786
2014	0.2789343693
2015	0.2789182752
2016	0.2788978523
2017	0.278884386
2018	0.2788730471
2019	0.2788639027
2020	0.278851016
2021	0.2788359267
2022	0.2788219819
2023	0.2787991968
2024	0.27878344
2025	0.2787646948
2026	0.2787428525
2027	0.2787227102
2028	0.2787077865
2029	0.2786945531
2030	0.278680843
2031	0.2786624039
2032	0.2786388664
2033	0.2786250176
2034	0.2786134915
2035	0.278595778
2036	0.2785844471
2037	0.2785565177
2038	0.2785445256
2039	0.2785261443
2040	0.2785101312
2041	0.2784874723
2042	0.278474202
2043	0.2784521221
2044	0.2784341715
2045	0.2784166898
2046	0.2783935511
2047	0.2783753478
2048	0.2783608699
2049	0.278338739
2050	0.2783250916
2051	0.2783163595
2052	0.2782931218
2053	0.2782723614
2054	0.2782457273
2055	0.278226974
2056	0.2782086697
2057	0.2781913832
2058	0.2781735565
2059	0.2781573328
2060	0.2781447697
2061	0.2781285521
2062	0.2781104672
2063	0.2780964888
2064	0.27806717
2065	0.278051309
2066	0.2780276565
2067	0.2780064249
2068	0.2779834682
2069	0.2779720129
2070	0.2779597787
2071	0.2779418945
2072	0.2779214315
2073	0.2779103663
2074	0.2778987785
2075	0.2778797755
2076	0.2778638679
2077	0.2778537126
2078	0.2778400282
2079	0.2778176665
2080	0.277802233
2081	0.2777894545
2082	0.2777715148
2083	0.2777562621
2084	0.2777335839
2085	0.277712286
2086	0.2776934083
2087	0.2776780685
2088	0.2776567654
2089	0.277641867
2090	0.277627817
2091	0.2776087399
2092	0.2775909746
2093	0.2775782802
2094	0.2775560185
2095	0.2775380825
2096	0.2775154051
2097	0.277499619
2098	0.277479224
2099	0.2774650562
2100	0.2774474025
2101	0.2774319342
2102	0.2774196036
2103	0.2774039299
2104	0.2773856151
2105	0.2773691696
2106	0.2773502176
2107	0.277338443
2108	0.277322578
2109	0.2773042191
2110	0.2772848781
2111	0.2772686919
2112	0.2772485255
2113	0.2772306646
2114	0.2772172557
2115	0.2771963264
2116	0.27717709
2117	0.2771650781
2118	0.2771464155
2119	0.2771249639
2120	0.2771098877
2121	0.2770918276
2122	0.277076169
2123	0.2770585504
2124	0.2770403734
2125	0.2770244457
2126	0.2770058925
2127	0.2769865939
2128	0.2769680511
2129	0.2769504564
2130	0.2769402474
2131	0.2769156009
2132	0.276897698
2133	0.2768808621
2134	0.2768689441
2135	0.2768517769
2136	0.276838011
2137	0.2768250171
2138	0.2768121519
2139	0.276790768
2140	0.276771847
2141	0.2767589155
2142	0.2767408879
2143	0.2767246061
2144	0.276711755
2145	0.2766951908
2146	0.2766768384
2147	0.2766608967
2148	0.2766441078
2149	0.2766248811
2150	0.2766077641
2151	0.2765974437
2152	0.276580188
2153	0.2765641444
2154	0.2765438004
2155	0.2765309494
2156	0.2765175506
2157	0.2765045385
2158	0.2764890219
2159	0.276476919
2160	0.2764580648
2161	0.2764440934
2162	0.276430347
2163	0.2764102694
2164	0.2763956166
2165	0.2763756561
2166	0.2763594954
2167	0.2763418335
2168	0.2763264661
2169	0.2763085769
2170	0.2762891383
2171	0.2762724683
2172	0.2762503882
2173	0.2762360756
2174	0.2762163617
2175	0.2761989102
2176	0.276181125
2177	0.2761637534
2178	0.2761456437
2179	0.2761304223
2180	0.2761161011
2181	0.2760968624
2182	0.2760797272
2183	0.276062042
2184	0.2760436403
2185	0.276034239
2186	0.2760186147
2187	0.2759991145
2188	0.2759769455
2189	0.2759607747
2190	0.2759387683
2191	0.2759204985
2192	0.2759038901
2193	0.2758875891
2194	0.2758684809
2195	0.2758575368
2196	0.2758357773
2197	0.2758163081
2198	0.2757961908
2199	0.2757776444
2200	0.2757618449
2201	0.2757342457
2202	0.2757151291
2203	0.275696179
2204	0.2756781611
2205	0.2756615737
2206	0.2756467229
2207	0.2756289988
2208	0.2756164924
2209	0.2756026072
2210	0.2755841437
2211	0.2755685995
2212	0.2755529017
2213	0.2755373911
2214	0.275520823
2215	0.2755059483
2216	0.2754883537
2217	0.275474089
2218	0.2754529093
2219	0.2754311494
2220	0.2754152531
2221	0.2753925544
2222	0.2753692126
2223	0.2753494078
2224	0.2753355822
2225	0.2753152187
2226	0.2752942715
2227	0.2752796572
2228	0.2752595695
2229	0.275246169
2230	0.275228001
2231	0.2752136208
2232	0.2751953387
2233	0.2751786577
2234	0.2751612841
2235	0.2751427234
2236	0.2751269543
2237	0.2751133379
2238	0.2750878695
2239	0.27506752
2240	0.2750515237
2241	0.275037461
2242	0.2750237863
2243	0.2750109724
2244	0.2749961978
2245	0.2749808208
2246	0.2749655515
2247	0.2749463385
2248	0.2749198052
2249	0.2749079505
2250	0.274884555
2251	0.2748672894
2252	0.2748463228
2253	0.2748326193
2254	0.2748162753
2255	0.2747994702
2256	0.274782849
2257	0.2747619807
2258	0.2747483116
2259	0.2747329397
2260	0.2747165605
2261	0.274696526
2262	0.2746773072
2263	0.2746569096
2264	0.2746403885
2265	0.2746223702
2266	0.2746059583
2267	0.2745895036
2268	0.2745645279
2269	0.2745490742
2270	0.2745370292
2271	0.2745153124
2272	0.2744970732
2273	0.2744729094
2274	0.2744529203
2275	0.2744247604
2276	0.2744068836
2277	0.2743891888
2278	0.2743729929
2279	0.2743587785
2280	0.2743453467
2281	0.2743278865
2282	0.2743176891
2283	0.2743026266
2284	0.2742879052
2285	0.2742728865
2286	0.2742484067
2287	0.2742254067
2288	0.2742053078
2289	0.2741904799
2290	0.2741714051
2291	0.2741593881
2292	0.2741433101
2293	0.2741274072
2294	0.2741020527
2295	0.2740824692
2296	0.2740630966
2297	0.2740491375
2298	0.2740364473
2299	0.2740215185
2300	0.27400383
2301	0.2739873724
2302	0.2739713792
2303	0.2739578137
2304	0.2739382661
2305	0.2739216767
2306	0.2739074138
2307	0.2738951361
2308	0.2738738109
2309	0.2738626486
2310	0.2738498249
2311	0.2738360048
2312	0.2738228337
2313	0.2738068263
2314	0.2737870287
2315	0.2737677313
2316	0.2737503937
2317	0.2737350628
2318	0.2737194417
2319	0.2737007379
2320	0.2736819905
2321	0.2736693273
2322	0.2736528057
2323	0.2736396616
2324	0.2736239127
2325	0.2736078454
2326	0.2735949058
2327	0.2735696863
2328	0.2735561853
2329	0.2735396695
2330	0.2735239755
2331	0.273512572
2332	0.2734987852
2333	0.2734832926
2334	0.273466452
2335	0.2734477861
2336	0.2734298731
2337	0.2734138666
2338	0.2733965349
2339	0.2733834287
2340	0.2733605919
2341	0.2733432897
2342	0.2733173833
2343	0.2733019793
2344	0.2732835869
2345	0.2732662641
2346	0.2732477748
2347	0.2732266187
2348	0.2732135287
2349	0.273201142
2350	0.2731884888
2351	0.2731675145
2352	0.2731550616
2353	0.2731380776
2354	0.2731259534
2355	0.2731057591
2356	0.2730870257
2357	0.2730725765
2358	0.2730589019
2359	0.2730449665
2360	0.2730273464
2361	0.2730078122
2362	0.2729916477
2363	0.2729699654
2364	0.2729573486
2365	0.2729358262
2366	0.272921931
2367	0.2729066749
2368	0.2728930167
2369	0.2728823188
2370	0.2728661358
2371	0.2728507503
2372	0.2728360192
2373	0.2728253509
2374	0.2728111611
2375	0.2727987945
2376	0.2727829341
2377	0.272761906
2378	0.2727450043
2379	0.2727292149
2380	0.2727122599
2381	0.2726935309
2382	0.2726725609
2383	0.2726602817
2384	0.2726403125
2385	0.2726283095
2386	0.2726174112
2387	0.2726037036
2388	0.2725912835
2389	0.2725826241
2390	0.272572174
2391	0.2725508569
2392	0.2725365066
2393	0.2725251909
2394	0.2725106371
2395	0.2724916563
2396	0.272474898
2397	0.2724583051
2398	0.2724468286
2399	0.2724297041
2400	0.272412993
2401	0.2723943672
2402	0.2723772858
2403	0.2723644071
2404	0.2723519191
2405	0.2723398916
2406	0.2723243463
2407	0.2723004116
2408	0.2722835584
2409	0.2722707969
2410	0.2722559357
2411	0.2722344181
2412	0.272223732
2413	0.2722096317
2414	0.2721862105
2415	0.2721664796
2416	0.2721542672
2417	0.272138462
2418	0.2721234529
2419	0.272109418
2420	0.2720884925
2421	0.2720729256
2422	0.2720558267
2423	0.2720382974
2424	0.2720160451
2425	0.2719950836
2426	0.2719839813
2427	0.2719698987
2428	0.2719561476
2429	0.2719449151
2430	0.2719300251
2431	0.2719157599
2432	0.2719033408
2433	0.2718870278
2434	0.2718694423
2435	0.2718585937
2436	0.2718446026
2437	0.2718274105
2438	0.2718095725
2439	0.2717922375
2440	0.2717748797
2441	0.27175786
2442	0.271743941
2443	0.2717216822
2444	0.2717065247
2445	0.2716927159
2446	0.2716802519
2447	0.2716640105
2448	0.27164922
2449	0.2716370151
2450	0.2716221819
2451	0.2716115747
2452	0.2716021012
2453	0.271582568
2454	0.2715632024
2455	0.2715501219
2456	0.2715316749
2457	0.27152094
2458	0.2715084274
2459	0.271494212
2460	0.2714789425
2461	0.2714619933
2462	0.2714477698
2463	0.2714337469
2464	0.2714202821
2465	0.2714031091
2466	0.2713879397
2467	0.2713692212
2468	0.2713612857
2469	0.2713513668
2470	0.2713347553
2471	0.2713230713
2472	0.2713055845
2473	0.2712897831
2474	0.2712730724
2475	0.2712572913
2476	0.2712377512
2477	0.2712248728
2478	0.2712087015
2479	0.2711907902
2480	0.2711763524
2481	0.2711675514
2482	0.2711534252
2483	0.271132737
2484	0.2711169089
2485	0.2711092677
2486	0.271091069
2487	0.271070478
2488	0.2710529604
2489	0.2710367059
2490	0.2710264548
2491	0.2710094005
2492	0.2710013129
2493	0.2709884504
2494	0.2709765209
2495	0.2709585644
2496	0.2709447198
2497	0.270930448
2498	0.2709096129
2499	0.2708932881
2500	0.2708751348
2501	0.2708627548
2502	0.2708484042
2503	0.2708378165
2504	0.2708257314
2505	0.270807118
2506	0.270789571
2507	0.2707719464
2508	0.2707615856
2509	0.2707448126
2510	0.2707277084
2511	0.270707595
2512	0.2706965005
2513	0.270681435
2514	0.2706671709
2515	0.2706499284
2516	0.2706331933
2517	0.2706185116
2518	0.2706025231
2519	0.2705876892
2520	0.2705771304
2521	0.2705627683
2522	0.2705470832
2523	0.2705360932
2524	0.2705219003
2525	0.2705083622
2526	0.2704930328
2527	0.2704763357
2528	0.270459446
2529	0.270446046
2530	0.2704320568
2531	0.2704136664
2532	0.2703967256
2533	0.2703857737
2534	0.2703616612
2535	0.2703499546
2536	0.270338491
2537	0.2703237097
2538	0.2703064902
2539	0.2702938763
2540	0.2702747037
2541	0.2702573266
2542	0.2702428996
2543	0.270230564
2544	0.2702196863
2545	0.2701968944
2546	0.2701815977
2547	0.2701666393
2548	0.2701528917
2549	0.2701347604
2550	0.2701158128
2551	0.2701020999
2552	0.2700847209
2553	0.2700723104
2554	0.2700479819
2555	0.270034945
2556	0.2700180258
2557	0.2700031695
2558	0.2699847179
2559	0.2699656253
2560	0.2699477213
2561	0.2699268765
2562	0.2699157805
2563	0.2699043721
2564	0.2698921855
2565	0.2698762025
2566	0.269864797
2567	0.2698498298
2568	0.2698376403
2569	0.2698273968
2570	0.2698128134
2571	0.2698006806
2572	0.2697887033
2573	0.2697744788
2574	0.2697624123
2575	0.2697435651
2576	0.2697270609
2577	0.2697143518
2578	0.2697004767
2579	0.269678417
2580	0.2696676322
2581	0.2696573061
2582	0.2696456551
2583	0.2696361466
2584	0.2696139416
2585	0.2696030526
2586	0.2695916862
2587	0.2695752947
2588	0.2695602729
2589	0.2695464489
2590	0.2695337564
2591	0.2695229769
2592	0.2695078606
2593	0.2694956907
2594	0.2694794472
2595	0.2694644276
2596	0.2694483076
2597	0.2694325536
2598	0.2694216431
2599	0.2694068687
2600	0.2693917174
2601	0.2693750305
2602	0.269350898
2603	0.2693364058
2604	0.2693190554
2605	0.2693003468
2606	0.2692861635
2607	0.2692680382
2608	0.269255477
2609	0.2692380812
2610	0.2692245161
2611	0.2692100795
2612	0.2691955721
2613	0.2691783155
2614	0.2691633161
2615	0.269150791
2616	0.2691415429
2617	0.269129188
2618	0.2691091207
2619	0.2690906632
2620	0.2690802647
2621	0.2690706303
2622	0.2690504542
2623	0.2690390029
2624	0.269025299
2625	0.2690100937
2626	0.2689958766
2627	0.2689863629
2628	0.2689712928
2629	0.2689583256
2630	0.2689419845
2631	0.268929276
2632	0.2689175502
2633	0.2689055799
2634	0.2688929408
2635	0.2688853917
2636	0.2688733683
2637	0.2688630393
2638	0.2688395963
2639	0.2688292701
2640	0.2688165106
2641	0.2688003166
2642	0.2687925793
2643	0.2687818978
2644	0.2687667199
2645	0.2687558339
2646	0.268740646
2647	0.268721215
2648	0.2687036333
2649	0.2686869241
2650	0.268677184
2651	0.2686659639
2652	0.2686530895
2653	0.2686374489
2654	0.2686232574
2655	0.2686045395
2656	0.2685906136
2657	0.2685788973
2658	0.268567704
2659	0.2685576074
2660	0.2685436119
2661	0.2685300929
2662	0.2685195781
2663	0.2685038882
2664	0.2684922659
2665	0.2684750836
2666	0.2684641022
2667	0.2684424791
2668	0.2684312501
2669	0.2684203997
2670	0.2684130292
2671	0.268394665
2672	0.2683812746
2673	0.268367072
2674	0.2683479914
2675	0.2683347852
2676	0.2683225562
2677	0.2683098668
2678	0.2682941616
2679	0.2682767109
2680	0.268260286
2681	0.2682479351
2682	0.2682315182
2683	0.2682106776
2684	0.2682026482
2685	0.2681898632
2686	0.2681768648
2687	0.2681590157
2688	0.2681475848
2689	0.2681360432
2690	0.2681234332
2691	0.2681094114
2692	0.2680984239
2693	0.2680865925
2694	0.2680765925
2695	0.2680624747
2696	0.2680457078
2697	0.268033265
2698	0.2680160601
2699	0.2680006221
2700	0.2679843264
2701	0.2679713049
2702	0.2679603876
2703	0.2679485376
2704	0.2679361571
2705	0.2679249865
2706	0.2679036926
2707	0.2678925943
2708	0.2678780427
2709	0.2678611163
2710	0.267849615
2711	0.2678349965
2712	0.2678243851
2713	0.2678147899
2714	0.2678026381
2715	0.2677851744
2716	0.2677724523
2717	0.267761717
2718	0.2677506419
2719	0.2677408474
2720	0.2677217822
2721	0.2677103548
2722	0.2676963376
2723	0.2676799405
2724	0.2676705442
2725	0.2676579746
2726	0.2676420007
2727	0.2676358086
2728	0.2676156714
2729	0.2675985828
2730	0.2675870721
2731	0.2675698759
2732	0.2675543188
2733	0.2675373911
2734	0.2675233336
2735	0.2675102493
2736	0.2674874423
2737	0.2674716592
2738	0.2674594633
2739	0.2674470014
2740	0.2674352998
2741	0.2674179754
2742	0.267401652
2743	0.2673812619
2744	0.2673639038
2745	0.2673498697
2746	0.2673417779
2747	0.2673344068
2748	0.2673151569
2749	0.2673009676
2750	0.2672896269
2751	0.2672779626
2752	0.2672646251
2753	0.2672582849
2754	0.2672447179
2755	0.2672242517
2756	0.2672131907
2757	0.2672043451
2758	0.267191836
2759	0.2671787525
2760	0.2671677749
2761	0.267157082
2762	0.2671455147
2763	0.2671280399
2764	0.2671169995
2765	0.2671060359
2766	0.2670909865
2767	0.2670783717
2768	0.267067767
2769	0.2670493812
2770	0.2670407796
2771	0.2670297819
2772	0.2670223447
2773	0.2670051405
2774	0.2669934333
2775	0.2669818701
2776	0.2669663378
2777	0.2669542177
2778	0.2669370368
2779	0.266923278
2780	0.2669132485
2781	0.2668981107
2782	0.2668857463
2783	0.2668747067
2784	0.2668668398
2785	0.2668544712
2786	0.2668416392
2787	0.2668331695
2788	0.2668234673
2789	0.2668116691
2790	0.2667968539
2791	0.2667788063
2792	0.266764199
2793	0.2667514736
2794	0.2667410547
2795	0.2667271204
2796	0.2667190852
2797	0.2667086321
2798	0.2667009262
2799	0.2666922797
2800	0.2666742664
2801	0.2666591731
2802	0.2666472996
2803	0.2666255856
2804	0.2666117139
2805	0.266596568
2806	0.2665784267
2807	0.2665649643
2808	0.2665496924
2809	0.2665336184
2810	0.2665251593
2811	0.2665081285
2812	0.2664986389
2813	0.2664887619
2814	0.2664819703
2815	0.2664666219
2816	0.2664488839
2817	0.2664330305
2818	0.2664167578
2819	0.2664077669
2820	0.2663945003
2821	0.2663875384
2822	0.2663744747
2823	0.2663525521
2824	0.2663420521
2825	0.2663277692
2826	0.2663105767
2827	0.2662986538
2828	0.2662841972
2829	0.2662735479
2830	0.2662585364
2831	0.2662406913
2832	0.2662305482
2833	0.2662173259
2834	0.2662022239
2835	0.2661901742
2836	0.2661810565
2837	0.2661701767
2838	0.2661520288
2839	0.2661337972
2840	0.2661204286
2841	0.2661093541
2842	0.2661010333
2843	0.2660858403
2844	0.2660722486
2845	0.266058882
2846	0.266041991
2847	0.2660309851
2848	0.2660167613
2849	0.2660044421
2850	0.2659893561
2851	0.2659714489
2852	0.2659604792
2853	0.2659463818
2854	0.2659364447
2855	0.2659155544
2856	0.2659062679
2857	0.2658919098
2858	0.265882791
2859	0.2658689359
2860	0.2658574936
2861	0.2658475909
2862	0.2658325811
2863	0.2658216509
2864	0.2658060782
2865	0.2657959326
2866	0.2657833687
2867	0.2657763047
2868	0.2657610803
2869	0.2657512112
2870	0.2657432087
2871	0.2657338096
2872	0.2657225254
2873	0.2657125177
2874	0.2657045197
2875	0.2656972487
2876	0.2656885446
2877	0.2656773471
2878	0.2656601288
2879	0.2656500575
2880	0.2656425535
2881	0.2656322273
2882	0.2656203239
2883	0.2656079224
2884	0.2656006712
2885	0.2655920724
2886	0.2655807251
2887	0.2655655612
2888	0.2655516035
2889	0.2655409045
2890	0.2655320328
2891	0.2655121662
2892	0.2655022215
2893	0.2654894987
2894	0.2654771079
2895	0.2654598192
2896	0.2654509165
2897	0.2654304128
2898	0.2654209483
2899	0.2654097286
2900	0.2653956231
2901	0.2653774546
2902	0.2653647202
2903	0.2653549712
2904	0.265344245
2905	0.2653230167
2906	0.2653160491
2907	0.2653055863
2908	0.2652966521
2909	0.2652887049
2910	0.2652718838
2911	0.2652602117
2912	0.2652496693
2913	0.2652377755
2914	0.2652221501
2915	0.2652079034
2916	0.2651935633
2917	0.2651826404
2918	0.2651705888
2919	0.2651591309
2920	0.265148478
2921	0.2651304725
2922	0.2651121986
2923	0.2650980632
2924	0.2650823921
2925	0.2650650881
