iter	RMSE
165	0.5105328846
166	0.5092895513
167	0.5080840111
168	0.5069064308
169	0.5057133523
170	0.5044919379
171	0.5032784862
172	0.5020956349
173	0.5009565458
174	0.4997973434
175	0.4986979688
176	0.4974877135
177	0.4963383094
178	0.4952749107
179	0.4941744782
180	0.4930302767
181	0.4919796446
182	0.4908707436
183	0.4897739162
184	0.4886423192
185	0.4875008419
186	0.4864198207
187	0.4853408033
188	0.484279541
189	0.4832357234
190	0.4822040764
191	0.4811037199
192	0.4801204403
193	0.4790703478
194	0.4780704887
195	0.4770240366
196	0.4759897415
197	0.4749477168
198	0.4739911068
199	0.4729792324
200	0.4720112167
201	0.4710060388
202	0.4700325841
203	0.4690572014
204	0.4680921366
205	0.4671582109
206	0.4662163216
207	0.4652655484
208	0.4642994012
209	0.4633733209
210	0.4624263326
211	0.4615048781
212	0.4605958934
213	0.4597166719
214	0.4588194802
215	0.4579274738
216	0.45699664
217	0.4561889205
218	0.4552841323
219	0.4544158009
220	0.4535474213
221	0.4526942619
222	0.4518739414
223	0.4510379985
224	0.4501463773
225	0.4492987882
226	0.4484456006
227	0.447611374
228	0.4468021794
229	0.4459738006
230	0.4451480452
231	0.4443840743
232	0.4435751626
233	0.4428023854
234	0.442038035
235	0.4413107688
236	0.4405172212
237	0.4397160594
238	0.4389716851
239	0.4382096117
240	0.4374501862
241	0.4367107791
242	0.4359591063
243	0.4351952725
244	0.4344110024
245	0.4336554499
246	0.4329470991
247	0.4322197159
248	0.4314985683
249	0.4307964013
250	0.4300712809
251	0.4293500783
252	0.4286663774
253	0.4279211431
254	0.4272061218
255	0.4265473535
256	0.4258556427
257	0.4251599279
258	0.4244884719
259	0.4237940425
260	0.423103267
261	0.4224767271
262	0.4218185315
263	0.4211992398
264	0.4205523188
265	0.4199567265
266	0.4192912423
267	0.4186231112
268	0.4180390449
269	0.4173742794
270	0.4167588027
271	0.4161599909
272	0.4155559513
273	0.4149204735
274	0.414295546
275	0.4136628294
276	0.4130534367
277	0.4124337463
278	0.4118359488
279	0.4112579419
280	0.4106836831
281	0.4101064399
282	0.4094934013
283	0.4089158825
284	0.4083415954
285	0.4077504386
286	0.4071737507
287	0.4066516932
288	0.4060571304
289	0.405507302
290	0.4049553727
291	0.4044148082
292	0.4038572069
293	0.4033133988
294	0.4027484258
295	0.4022034168
296	0.4016600644
297	0.4011439467
298	0.4006214594
299	0.4001069569
300	0.3995918482
301	0.3990884716
302	0.3985981964
303	0.3980885593
304	0.3975820598
305	0.3970631947
306	0.396532849
307	0.3960353743
308	0.395498775
309	0.3950116036
310	0.3945346781
311	0.3940731638
312	0.3936051389
313	0.3931235973
314	0.3926678922
315	0.3922403861
316	0.3917898019
317	0.3913063547
318	0.3908433152
319	0.3903648227
320	0.3898981837
321	0.3894521417
322	0.3890265617
323	0.3885850648
324	0.3881582293
325	0.3877199279
326	0.387274973
327	0.3868455595
328	0.3864176577
329	0.3859953538
330	0.385588117
331	0.3851696113
332	0.3847267057
333	0.3843185974
334	0.3839002908
335	0.3835154648
336	0.3831031865
337	0.3827027942
338	0.3822998125
339	0.3818847432
340	0.3814866837
341	0.381094657
342	0.3806866347
343	0.3802952583
344	0.3798928247
345	0.3794749834
346	0.379121878
347	0.3787023233
348	0.3783266029
349	0.3779317483
350	0.3775723402
351	0.3772232904
352	0.376831423
353	0.3764516059
354	0.376032527
355	0.3756311017
356	0.3752767684
357	0.3749284574
358	0.3745583051
359	0.3741831236
360	0.3738012384
361	0.3734746159
362	0.3731636875
363	0.3728145072
364	0.3724710699
365	0.3721400146
366	0.3717786714
367	0.3714314885
368	0.37110619
369	0.3707788101
370	0.3704601349
371	0.3701153043
372	0.3697806932
373	0.3694428611
374	0.3691220638
375	0.3687921863
376	0.3684925641
377	0.3681554523
378	0.367852371
379	0.3675452826
380	0.3672386435
381	0.3669367373
382	0.3666466815
383	0.3662998955
384	0.3660071151
385	0.3656526382
386	0.365348312
387	0.365076785
388	0.3647674269
389	0.3645093643
390	0.3641929296
391	0.3638816283
392	0.3635917463
393	0.3633006676
394	0.3629710729
395	0.3626660558
396	0.3623813185
397	0.3620823188
398	0.361780453
399	0.3614650841
400	0.3611636929
401	0.3608626218
402	0.360588727
403	0.3603045534
404	0.3600379062
405	0.3597795182
406	0.3595187661
407	0.3592384817
408	0.3589580719
409	0.3586605287
410	0.3583995205
411	0.3581070045
412	0.3578109825
413	0.3575709048
414	0.3573368489
415	0.3570914344
416	0.3568338164
417	0.3565612705
418	0.3562937326
419	0.3560431958
420	0.3558027187
421	0.3555616006
422	0.3552946205
423	0.3550386374
424	0.3547899939
425	0.3545568225
426	0.3543154848
427	0.3540554967
428	0.3537929954
429	0.3535785009
430	0.3533432886
431	0.3530932563
432	0.3528749685
433	0.3526177437
434	0.3524271034
435	0.3522191517
436	0.3519687109
437	0.3517168667
438	0.3514293932
439	0.3511928652
440	0.3509991578
441	0.3508072273
442	0.3505621617
443	0.3503406766
444	0.3501204037
445	0.3499048226
446	0.3496686997
447	0.3494599112
448	0.3492226199
449	0.3489715329
450	0.3487428596
451	0.3485327905
452	0.3483201818
453	0.3480874799
454	0.3478659629
455	0.3476270854
456	0.3474327972
457	0.347200725
458	0.3470021333
459	0.3468061812
460	0.3466159172
461	0.3464487972
462	0.3462740903
463	0.3460655218
464	0.3458650256
465	0.3456741631
466	0.3454796822
467	0.3452898369
468	0.3450897676
469	0.3448937714
470	0.3447089132
471	0.3445274206
472	0.3443471246
473	0.3441707582
474	0.3439707089
475	0.3437782148
476	0.3436023511
477	0.3434474852
478	0.343289684
479	0.3431184697
480	0.342937147
481	0.342721134
482	0.3425565653
483	0.3423685589
484	0.3421880104
485	0.3420034717
486	0.341829297
487	0.3416649418
488	0.3414624195
489	0.3412948949
490	0.3411416637
491	0.3409389503
492	0.3407574978
493	0.3405849422
494	0.3404121812
495	0.3402431605
496	0.3400811685
497	0.3399118394
498	0.3397332227
499	0.3395594715
500	0.3394082136
501	0.339253932
502	0.3390993446
503	0.3389496341
504	0.338771168
505	0.3386242031
506	0.3384690291
507	0.3383106928
508	0.338147445
509	0.3379836852
510	0.3378258764
511	0.3376755061
512	0.3375018571
513	0.3373538647
514	0.3372087329
515	0.3370493822
516	0.3368855612
517	0.3367468072
518	0.3366114455
519	0.3364742079
520	0.3363265569
521	0.3361970456
522	0.3360474239
523	0.3359153515
524	0.3357521312
525	0.3356391583
526	0.3354760835
527	0.3353418113
528	0.3352111274
529	0.3350863838
530	0.3349550769
531	0.3348081544
532	0.3346632765
533	0.3345439922
534	0.334407427
535	0.3342604486
536	0.3340889194
537	0.3339535186
538	0.3338255043
539	0.3336845951
540	0.3335584523
541	0.3334321868
542	0.3332859244
543	0.333126174
544	0.3329867793
545	0.3328281424
546	0.3326970488
547	0.3325694294
548	0.3324052571
549	0.3322869402
550	0.3321392579
551	0.3320262894
552	0.3318921612
553	0.331761216
554	0.3316456627
555	0.3315064989
556	0.3313785939
557	0.3312403798
558	0.3311297089
559	0.3310099484
560	0.3308910316
561	0.3307731004
562	0.330657024
563	0.3305247627
564	0.3304047161
565	0.3302875318
566	0.3301451188
567	0.330019937
568	0.329906486
569	0.3297955368
570	0.3296974405
571	0.3295745414
572	0.3294639694
573	0.3293349278
574	0.3292136553
575	0.3290920569
576	0.328947703
577	0.3288427253
578	0.3287194623
579	0.3286317961
580	0.3285249854
581	0.3284301064
582	0.32832581
583	0.3282408805
584	0.3281201546
585	0.3279958457
586	0.3278619381
587	0.3277217437
588	0.3276178617
589	0.3274749975
590	0.3273636659
591	0.3272417129
592	0.3271322883
593	0.3269931194
594	0.3268814756
595	0.3267717382
596	0.3266548104
597	0.3265509522
598	0.3264518631
599	0.3263396775
600	0.3262167081
601	0.3261353693
602	0.3260368713
603	0.3259514149
604	0.325844339
605	0.3257321924
606	0.3256446272
607	0.32554392
608	0.3254470396
609	0.3253673008
610	0.3252617097
611	0.3251815564
612	0.3250857871
613	0.324983128
614	0.3248775923
615	0.3247736738
616	0.3246733913
617	0.3245910564
618	0.3244818808
619	0.3243907897
620	0.3242803063
621	0.3241388202
622	0.3240576312
623	0.3239509221
624	0.3238712644
625	0.3237425074
626	0.3236640337
627	0.3235499668
628	0.3234583342
629	0.3233568686
630	0.3232535499
631	0.3231490659
632	0.323059354
633	0.3229178212
634	0.3228165911
635	0.3227023547
636	0.3226144189
637	0.3225206424
638	0.3224348268
639	0.3223522444
640	0.3222676127
641	0.3221596913
642	0.3220617424
643	0.3219786336
644	0.3218921539
645	0.3218011348
646	0.3217237226
647	0.3216432804
648	0.3215478467
649	0.3214472967
650	0.3213552357
651	0.3212649909
652	0.3211838654
653	0.321073877
654	0.320984343
655	0.3208949489
656	0.3208140847
657	0.3207218022
658	0.3206452327
659	0.3205517316
660	0.3204700342
661	0.3203463324
662	0.3202786369
663	0.3202125813
664	0.3201135159
665	0.3200327444
666	0.3199283996
667	0.3198490159
668	0.3197771663
669	0.3196850268
670	0.3195589248
671	0.3194352087
672	0.3193500988
673	0.3192483195
674	0.3191654604
675	0.3190574981
676	0.318956973
677	0.3188675342
678	0.3187976821
679	0.3187261312
680	0.3186520931
681	0.318583099
682	0.3184681364
683	0.3183919137
684	0.3183016292
685	0.318220352
686	0.3181604678
687	0.3180780269
688	0.3180162278
689	0.3179262038
690	0.3178109236
691	0.317714353
692	0.3176375771
693	0.3175576801
694	0.3174594399
695	0.3173883794
696	0.3173136971
697	0.3172503128
698	0.3171676769
699	0.3170930823
700	0.3170131446
701	0.3169316186
702	0.3168565712
703	0.3167708305
704	0.3166954256
705	0.3166130713
706	0.3165366221
707	0.3164686793
708	0.3164069185
709	0.316331382
710	0.3162638594
711	0.3161639312
712	0.316093942
713	0.3160232029
714	0.3159504845
715	0.315872742
716	0.3157895492
717	0.3157178581
718	0.3156426756
719	0.3155812527
720	0.3154768418
721	0.315418588
722	0.3153533551
723	0.3152759531
724	0.3151984181
725	0.3151284974
726	0.3150446664
727	0.3149802639
728	0.3149176839
729	0.314856953
730	0.3147667018
731	0.3146979887
732	0.3146172737
733	0.3145552187
734	0.3144984856
735	0.3144048038
736	0.3143335335
737	0.314260859
738	0.314200696
739	0.3141424354
740	0.314078504
741	0.3140098802
742	0.3139347997
743	0.3138601423
744	0.3137921774
745	0.3137281613
746	0.3136828758
747	0.3136230338
748	0.3135597629
749	0.3134899602
750	0.3134208862
751	0.3133437053
752	0.3132635636
753	0.3132071466
754	0.3131501818
755	0.3130549433
756	0.3129962564
757	0.3129311555
758	0.312860343
759	0.3127833919
760	0.3127323305
761	0.3126616151
762	0.3125969851
763	0.3125306618
764	0.3124653233
765	0.3124154419
766	0.3123327116
767	0.3122748046
768	0.3122103127
769	0.3121350595
770	0.3120659894
771	0.3119925207
772	0.3119238565
773	0.3118605501
774	0.3118012136
775	0.3117462839
776	0.3116954472
777	0.3116154042
778	0.3115564719
779	0.3115096936
780	0.3114592
781	0.3113900957
782	0.311315156
783	0.3112596112
784	0.3111905284
785	0.3111355696
786	0.3110770338
787	0.3110098572
788	0.3109520971
789	0.3108827354
790	0.3107913389
791	0.3107240621
792	0.3106657493
793	0.3106137094
794	0.3105405628
795	0.3104836146
796	0.3104199172
797	0.310356535
798	0.3103022201
799	0.3102419122
800	0.3101896039
801	0.3101423914
802	0.3100869814
803	0.310027837
804	0.3099744474
805	0.309920365
806	0.3098752027
807	0.3098159664
808	0.3097737045
809	0.3096938792
810	0.3096520547
811	0.3095909139
812	0.3095023281
813	0.3094580468
814	0.3094235517
815	0.3093572631
816	0.3093050524
817	0.3092480482
818	0.3091905782
819	0.3091472177
820	0.3090829601
821	0.3090288226
822	0.308984598
823	0.3089228929
824	0.3088705169
825	0.308815756
826	0.3087621072
827	0.3087124142
828	0.3086582352
829	0.3086178134
830	0.308559997
831	0.3085036093
832	0.3084508567
833	0.3084039799
834	0.3083551402
835	0.3083023058
836	0.3082494396
837	0.3081920731
838	0.3081352117
839	0.3080902737
840	0.308044571
841	0.3079999916
842	0.3079606482
843	0.3079258368
844	0.3078703197
845	0.3078134551
846	0.3077496674
847	0.3076917882
848	0.3076470363
849	0.3075870483
850	0.307536866
851	0.3074808561
852	0.3074307902
853	0.3073916845
854	0.307348344
855	0.3073082098
856	0.3072576281
857	0.3072150416
858	0.3071676663
859	0.3071265475
860	0.307068316
861	0.3070141785
862	0.3069545237
863	0.3069158677
864	0.3068676871
865	0.3068279993
866	0.3067776543
867	0.3067306155
868	0.306682056
869	0.3066471045
870	0.3066090787
871	0.3065630082
872	0.3065246374
873	0.3064815603
874	0.306430709
875	0.3063758072
876	0.3063230903
877	0.3062584501
878	0.3062094312
879	0.306171382
880	0.306125967
881	0.3060835177
882	0.3060366035
883	0.3059907361
884	0.3059567914
885	0.305911046
886	0.3058598298
887	0.3058197884
888	0.3057655023
889	0.3057215832
890	0.3056707694
891	0.3056230409
892	0.3055739541
893	0.305536351
894	0.3055001495
895	0.3054611601
896	0.3054128938
897	0.3053701542
898	0.305311727
899	0.3052744181
900	0.3052295241
901	0.3052019133
902	0.3051682572
903	0.3051232139
904	0.305075829
905	0.3050331841
906	0.3049809393
907	0.3049499718
908	0.3048857852
909	0.3048439782
910	0.3048069505
911	0.3047632423
912	0.3047189034
913	0.3046744676
914	0.304626231
915	0.3045681699
916	0.3045241853
917	0.3044829607
918	0.3044363258
919	0.3044071259
920	0.3043673952
921	0.3043205216
922	0.3042809254
923	0.3042304798
924	0.304196593
925	0.3041588738
926	0.304106635
927	0.3040727197
928	0.3040289156
929	0.303988377
930	0.3039433254
931	0.3038973083
932	0.3038619489
933	0.3038309279
934	0.3037904254
935	0.3037478204
936	0.303705613
937	0.3036695588
938	0.303627887
939	0.3035887509
940	0.3035433678
941	0.3034894519
942	0.3034539739
943	0.3033983616
944	0.3033632329
945	0.3033412428
946	0.3033073293
947	0.3032758082
948	0.303244374
949	0.3031743585
950	0.3031321319
951	0.3030838528
952	0.3030481427
953	0.3030094313
954	0.3029744667
955	0.3029428851
956	0.3029020029
957	0.3028665274
958	0.3028337184
959	0.3027921895
960	0.3027511899
961	0.3027210613
962	0.3026860742
963	0.3026385886
964	0.3025935775
965	0.3025560238
966	0.3025202623
967	0.3024866938
968	0.3024511661
969	0.3024239834
970	0.3023803543
971	0.3023500907
972	0.3023186109
973	0.302286342
974	0.3022536989
975	0.3022185101
976	0.3021894729
977	0.3021449894
978	0.3021093711
979	0.3020627032
980	0.3020170647
981	0.3019800798
982	0.3019447399
983	0.3019131906
984	0.3018780122
985	0.3018342675
986	0.3017722476
987	0.3017349231
988	0.3017058058
989	0.3016622153
990	0.3016193326
991	0.3015880859
992	0.3015535537
993	0.3015254501
994	0.301491308
995	0.3014507502
996	0.301417499
997	0.3013727677
998	0.3013317748
999	0.3013004387
1000	0.3012589295
1001	0.3012287673
1002	0.3011932243
1003	0.3011501046
1004	0.3011108915
1005	0.3010815904
1006	0.3010492614
1007	0.3010143459
1008	0.3009714607
1009	0.3009454422
1010	0.300916541
1011	0.300886652
1012	0.3008652435
1013	0.300830305
1014	0.3007973427
1015	0.3007571868
1016	0.3007249791
1017	0.3006793222
1018	0.3006474307
1019	0.3006241819
1020	0.3006021171
1021	0.3005679682
1022	0.3005327699
1023	0.3005076774
1024	0.3004644404
1025	0.3004308161
1026	0.300406696
1027	0.3003711428
1028	0.30032855
1029	0.3002878796
1030	0.3002474455
1031	0.3002203368
1032	0.3001891284
1033	0.3001580497
1034	0.3001264068
1035	0.3000935044
1036	0.3000631318
1037	0.3000261572
1038	0.2999847261
1039	0.2999580879
1040	0.2999218063
1041	0.2998917864
1042	0.2998591142
1043	0.2998228758
1044	0.2997812714
1045	0.299750592
1046	0.2997085431
1047	0.2996897007
1048	0.299653146
1049	0.2996240836
1050	0.2995920869
1051	0.2995679236
1052	0.2995335303
1053	0.2994997256
1054	0.2994687232
1055	0.2994406304
1056	0.2994115991
1057	0.2993822016
1058	0.299343187
1059	0.299310238
1060	0.2992811915
1061	0.2992467069
1062	0.2992223001
1063	0.2991974109
1064	0.2991642788
1065	0.2991274022
1066	0.2991000085
1067	0.2990710671
1068	0.2990473268
1069	0.2990238374
1070	0.2989984653
1071	0.2989649395
1072	0.2989344844
1073	0.2989036112
1074	0.2988791122
1075	0.2988452979
1076	0.2988129002
1077	0.2987745568
1078	0.2987412264
1079	0.2986969511
1080	0.2986531945
1081	0.2986304257
1082	0.2986037318
1083	0.2985784902
1084	0.2985480557
1085	0.2985156511
1086	0.2984849316
1087	0.2984538879
1088	0.2984321155
1089	0.2984052841
1090	0.2983666082
1091	0.2983333366
1092	0.2983096621
1093	0.2982871463
1094	0.2982544043
1095	0.2982223222
1096	0.2981912922
1097	0.2981577599
1098	0.2981280762
1099	0.2980891739
1100	0.2980562948
1101	0.2980326891
1102	0.2980075149
1103	0.2979784231
1104	0.2979500064
1105	0.2979208846
1106	0.2979003133
1107	0.2978754712
1108	0.297847731
1109	0.297824163
1110	0.2977906804
1111	0.2977638852
1112	0.2977431267
1113	0.2977178307
1114	0.2976956564
1115	0.2976613242
1116	0.2976298746
1117	0.2976024103
1118	0.2975572955
1119	0.2975250257
1120	0.2974966887
1121	0.2974644928
1122	0.2974129321
1123	0.2973944409
1124	0.2973749158
1125	0.2973472697
1126	0.297320056
1127	0.2972922938
1128	0.2972612271
1129	0.2972275018
1130	0.2971807983
1131	0.2971539873
1132	0.2971275484
1133	0.2971005439
1134	0.2970698402
1135	0.297044573
1136	0.2970204193
1137	0.2969898552
1138	0.2969569476
1139	0.2969207666
1140	0.2968863698
1141	0.296868148
1142	0.2968339797
1143	0.2968062219
1144	0.2967809573
1145	0.2967494546
1146	0.2967253301
1147	0.2966868289
1148	0.2966521154
1149	0.2966267032
1150	0.2966013331
1151	0.296569747
1152	0.296529563
1153	0.2965012375
1154	0.2964778273
1155	0.2964617289
1156	0.2964339275
1157	0.2964012979
1158	0.2963713392
1159	0.2963435725
1160	0.2963122767
1161	0.2962877718
1162	0.2962662358
1163	0.2962414094
1164	0.2962171901
1165	0.2961798769
1166	0.2961529074
1167	0.2961291612
1168	0.2961098903
1169	0.2960853408
1170	0.296060539
1171	0.2960331034
1172	0.2960052564
1173	0.2959614176
1174	0.2959331774
1175	0.2959007192
1176	0.2958802892
1177	0.2958504957
1178	0.2958225457
1179	0.2957959818
1180	0.2957773611
1181	0.2957525591
1182	0.2957259218
1183	0.2956940068
1184	0.2956669493
1185	0.295637576
1186	0.2956117684
1187	0.295587265
1188	0.2955538385
1189	0.2955242311
1190	0.2955008862
1191	0.2954734488
1192	0.2954397679
1193	0.2954179339
1194	0.2953861911
1195	0.2953593154
1196	0.2953335991
1197	0.2953185805
1198	0.295275565
1199	0.2952438298
1200	0.2952188537
1201	0.2951937017
1202	0.2951658316
1203	0.2951403432
1204	0.2951115094
1205	0.2950915104
1206	0.2950667959
1207	0.2950279997
1208	0.2950065022
1209	0.2949815673
1210	0.294962132
1211	0.2949333652
1212	0.2949025646
1213	0.2948835865
1214	0.29486061
1215	0.2948387158
1216	0.2948069523
1217	0.2947855716
1218	0.2947571842
1219	0.2947317273
1220	0.2947047622
1221	0.2946777492
1222	0.2946549855
1223	0.2946351608
1224	0.2945989702
1225	0.2945615834
1226	0.2945416351
1227	0.2945146654
1228	0.2944937135
1229	0.2944555025
1230	0.29443055
1231	0.2944053396
1232	0.2943751488
1233	0.2943541213
1234	0.2943367623
1235	0.2943121768
1236	0.2942912411
1237	0.2942663842
1238	0.2942463689
1239	0.2942325932
1240	0.2942099047
1241	0.2941878831
1242	0.2941704014
1243	0.2941550048
1244	0.2941355126
1245	0.2941142802
1246	0.2940803515
1247	0.2940603672
1248	0.2940261907
1249	0.2940063343
1250	0.2939801291
1251	0.293959403
1252	0.2939402256
1253	0.2939150862
1254	0.293889613
1255	0.293858911
1256	0.2938229273
1257	0.2937877969
1258	0.2937620566
1259	0.2937375973
1260	0.2937020633
1261	0.2936659257
1262	0.2936488969
1263	0.2936275139
1264	0.2936081911
1265	0.293586886
1266	0.2935719455
1267	0.2935535324
1268	0.2935353024
1269	0.2935074432
1270	0.2934750599
1271	0.2934509919
1272	0.2934198835
1273	0.2933980564
1274	0.2933720417
1275	0.2933416711
1276	0.2933301782
1277	0.2933149081
1278	0.2932830925
1279	0.2932631738
1280	0.2932439275
1281	0.2932223642
1282	0.2932011444
1283	0.2931821084
1284	0.2931646903
1285	0.2931477782
1286	0.2931199011
1287	0.293097802
1288	0.2930747702
1289	0.2930461352
1290	0.293024874
1291	0.2929987496
1292	0.2929700503
1293	0.2929303225
1294	0.2929025662
1295	0.2928639473
1296	0.2928389768
1297	0.2928090429
1298	0.292785025
1299	0.2927589344
1300	0.2927309301
1301	0.2927014553
1302	0.2926743096
1303	0.2926518985
1304	0.2926343753
1305	0.2926140867
1306	0.29258823
1307	0.2925600992
1308	0.2925440468
1309	0.2925260484
1310	0.2924999556
1311	0.2924804855
1312	0.2924589152
1313	0.2924403445
1314	0.2924107233
1315	0.2923746645
1316	0.2923565229
1317	0.2923302723
1318	0.2923078234
1319	0.292278856
1320	0.2922563809
1321	0.2922366118
1322	0.2922154853
1323	0.2921852911
1324	0.2921646078
1325	0.2921379194
1326	0.2921140834
1327	0.2920955112
1328	0.2920770189
1329	0.2920503256
1330	0.2920235378
1331	0.2920016078
1332	0.2919778672
1333	0.2919589045
1334	0.2919363897
1335	0.2919160596
1336	0.2918928025
1337	0.2918720625
1338	0.2918421874
1339	0.2918241696
1340	0.2918024372
1341	0.2917770564
1342	0.2917560083
1343	0.2917349462
1344	0.291707773
1345	0.2916761127
1346	0.2916500694
1347	0.2916280567
1348	0.2916058563
1349	0.2915851655
1350	0.2915620749
1351	0.2915399312
1352	0.2915169474
1353	0.2914943573
1354	0.2914772877
1355	0.291458158
1356	0.2914445515
1357	0.291429122
1358	0.2914100397
1359	0.291387467
1360	0.291354078
1361	0.2913355623
1362	0.2913121785
1363	0.2912867938
1364	0.2912657775
1365	0.2912336043
1366	0.291214678
1367	0.2911810531
1368	0.2911583016
1369	0.2911381942
1370	0.2911255393
1371	0.2911056795
1372	0.2910754557
1373	0.2910559607
1374	0.2910325455
1375	0.291012908
1376	0.2909835581
1377	0.2909641399
1378	0.2909417501
1379	0.2909235782
1380	0.290900726
1381	0.2908756181
1382	0.2908506702
1383	0.2908315163
1384	0.2908078376
1385	0.2907813106
1386	0.290760928
1387	0.2907423783
1388	0.2907078782
1389	0.2906862407
1390	0.290664159
1391	0.2906456903
1392	0.2906265822
1393	0.2905991789
1394	0.2905743945
1395	0.2905558884
1396	0.2905319793
1397	0.2905045054
1398	0.29047792
1399	0.2904601293
1400	0.2904359849
1401	0.2904144273
1402	0.2903903023
1403	0.2903740139
1404	0.2903504646
1405	0.2903239418
1406	0.2903004335
1407	0.2902732978
1408	0.2902476113
1409	0.2902273567
1410	0.2902063133
1411	0.2901885968
1412	0.2901704359
1413	0.2901426377
1414	0.2901074995
1415	0.2900875184
1416	0.2900740123
1417	0.290056303
1418	0.290037914
1419	0.2900139731
1420	0.2899751526
1421	0.2899475396
1422	0.2899220417
1423	0.2898885377
1424	0.2898651417
1425	0.2898444625
1426	0.2898253162
1427	0.2898017152
1428	0.2897730832
1429	0.2897568035
1430	0.2897360654
1431	0.2897157298
1432	0.2896989265
1433	0.2896828239
1434	0.2896684678
1435	0.2896443958
1436	0.2896238157
1437	0.2896042252
1438	0.2895949107
1439	0.2895716722
1440	0.2895504111
1441	0.2895286986
1442	0.2895060703
1443	0.2894884247
1444	0.2894657307
1445	0.2894477631
1446	0.2894261235
1447	0.2894082114
1448	0.2893902493
1449	0.2893722681
1450	0.2893528638
1451	0.2893142136
1452	0.2892963588
1453	0.2892852751
1454	0.2892650658
1455	0.289243388
1456	0.2892278011
1457	0.289191818
1458	0.2891744183
1459	0.2891538664
1460	0.2891342293
1461	0.2891183456
1462	0.2890968762
1463	0.2890843709
1464	0.289064966
1465	0.289041138
1466	0.2890165379
1467	0.2890037934
1468	0.2889837992
1469	0.2889598532
1470	0.2889321404
1471	0.2889057402
1472	0.2888896962
1473	0.2888686233
1474	0.2888534342
1475	0.2888328833
1476	0.2888158947
1477	0.2887970856
1478	0.2887717925
1479	0.2887479882
1480	0.2887321483
1481	0.2887187242
1482	0.2886953496
1483	0.2886715316
1484	0.2886544927
1485	0.2886349631
1486	0.2886190953
1487	0.2885944916
1488	0.2885757962
1489	0.2885496046
1490	0.2885314998
1491	0.2885086144
1492	0.2884907935
1493	0.2884754896
1494	0.2884529538
1495	0.2884337413
1496	0.2884052297
1497	0.2883838756
1498	0.288369293
1499	0.2883478376
1500	0.2883309357
1501	0.2883072755
1502	0.2882890203
1503	0.2882706999
1504	0.2882492136
1505	0.2882325497
1506	0.2882153294
1507	0.2881973978
1508	0.2881621936
1509	0.2881419668
1510	0.2881261177
1511	0.2881062937
1512	0.2880848603
